;	V3 text file written for MicroBrightField products.
  (   -3.48   -13.55    -3.20     0.60)  ;  1, 185
  (   -3.31   -13.46    -3.20     0.60)  ;  1, 186
  (   -3.23   -13.38    -3.20     0.60)  ;  1, 187
  (   -3.14   -13.29    -3.20     0.60)  ;  1, 188
  (   -2.72   -13.29    -3.20     0.60)  ;  1, 189
  (   -2.55   -13.21    -3.20     0.60)  ;  1, 190
  (   -2.46   -13.12    -3.20     0.60)  ;  1, 191
  (   -2.29   -13.12    -3.20     0.60)  ;  1, 192
  (   -2.12   -12.95    -3.20     0.60)  ;  1, 193
  (   -1.95   -12.87    -3.20     0.60)  ;  1, 194
  (   -1.70   -12.87    -3.20     0.60)  ;  1, 195
  (   -1.53   -12.70    -3.20     0.60)  ;  1, 196
  (   -1.36   -12.61    -3.20     0.60)  ;  1, 197
  (   -1.19   -12.44    -3.20     0.60)  ;  1, 198
  (   -1.02   -12.36    -3.20     0.60)  ;  1, 199
  (   -0.85   -12.36    -3.20     0.60)  ;  1, 200
  (   -0.42   -12.27    -3.20     0.60)  ;  1, 201
  (    3.66   -12.27    -3.20     0.60)  ;  1, 202
  (    3.91   -12.10    -3.20     0.60)  ;  1, 203
  (    4.26   -12.02    -3.20     0.60)  ;  1, 204
  (    4.51   -11.93    -3.20     0.60)  ;  1, 205
  (    4.60   -11.85    -3.20     0.60)  ;  1, 206
  (    4.77   -11.68    -3.20     0.60)  ;  1, 207
  (    4.94   -11.59    -3.20     0.60)  ;  1, 208
  (    5.11   -11.59    -3.20     0.60)  ;  1, 209
  (    5.19   -11.51    -3.20     0.60)  ;  1, 210
  (    5.36   -11.42    -3.20     0.60)  ;  1, 211
  (    5.79   -11.25    -3.20     0.60)  ;  1, 212
  (    6.47   -11.08    -3.20     0.60)  ;  1, 213
  (    6.72   -10.91    -3.20     0.60)  ;  1, 214
  (    6.98   -10.74    -3.20     0.60)  ;  1, 215
  (    7.15   -10.66    -3.20     0.60)  ;  1, 216
  (    7.40   -10.49    -3.20     0.60)  ;  1, 217
  (    7.66   -10.23    -3.20     0.60)  ;  1, 218
  (    8.00   -10.15    -3.20     0.60)  ;  1, 219
  (    8.25    -9.98    -3.20     0.60)  ;  1, 220
  (    8.42    -9.89    -3.20     0.60)  ;  1, 221
  (    8.59    -9.72    -3.20     0.60)  ;  1, 222
  (    8.68    -9.55    -3.20     0.60)  ;  1, 223
  (    8.93    -9.38    -3.20     0.60)  ;  1, 224
  (    9.10    -9.13    -3.20     0.60)  ;  1, 225
  (    9.44    -8.79    -3.20     0.60)  ;  1, 226
  (    9.61    -8.53    -3.20     0.60)  ;  1, 227
  (    9.87    -8.45    -3.20     0.60)  ;  1, 228
  (   10.12    -8.28    -3.20     0.60)  ;  1, 229
  (   10.38    -8.11    -3.20     0.60)  ;  1, 230
  (   10.72    -7.85    -3.20     0.60)  ;  1, 231
  (   10.89    -7.68    -3.20     0.60)  ;  1, 232
  (   11.14    -7.43    -3.20     0.60)  ;  1, 233
  (   11.40    -7.17    -3.20     0.60)  ;  1, 234
  (   11.57    -7.09    -3.20     0.60)  ;  1, 235
  (   11.74    -6.92    -3.20     0.60)  ;  1, 236
  (   11.82    -6.83    -3.20     0.60)  ;  1, 237
  (   11.91    -6.66    -3.20     0.60)  ;  1, 238
  (   12.08    -6.58    -3.20     0.60)  ;  1, 239
  (   12.16    -6.41    -3.20     0.60)  ;  1, 240
  (   12.93    -6.41    -3.20     0.60)  ;  1, 241
  (   13.18    -6.32    -3.20     0.60)  ;  1, 242
  (   13.95    -6.32    -3.20     0.60)  ;  1, 243
  (   14.03    -6.15    -3.20     0.60)  ;  1, 244
  (   14.20    -6.07    -3.20     0.60)  ;  1, 245
  (   14.29    -5.90    -3.20     0.60)  ;  1, 246
  (   14.37    -5.73    -3.20     0.60)  ;  1, 247
  (   14.63    -5.47    -3.20     0.60)  ;  1, 248
  (   14.71    -5.39    -3.20     0.60)  ;  1, 249
  (   14.80    -5.22    -3.20     0.60)  ;  1, 250
  (   14.88    -5.05    -3.20     0.60)  ;  1, 251
  (   14.88    -4.11    -3.20     0.60)  ;  1, 252
  (   14.80    -3.94    -3.20     0.60)  ;  1, 253
  (   14.71    -3.69    -3.20     0.60)  ;  1, 254
  (   14.71    -3.01    -3.20     0.60)  ;  1, 255
  (   14.63    -2.67    -3.20     0.60)  ;  1, 256
  (   14.46    -2.41    -3.20     0.60)  ;  1, 257
  (   14.46    -2.24    -3.20     0.60)  ;  1, 258
  (   14.37    -2.07    -3.20     0.60)  ;  1, 259
  (   14.29    -1.90    -3.20     0.60)  ;  1, 260
  (   14.20    -1.73    -3.20     0.60)  ;  1, 261
  (   14.12    -1.56    -3.20     0.60)  ;  1, 262
  (   13.95    -1.47    -3.20     0.60)  ;  1, 263
  (   13.95    -1.22    -3.20     0.60)  ;  1, 264
  (   13.69    -0.79    -3.20     0.60)  ;  1, 265
  (   13.52    -0.62    -3.20     0.60)  ;  1, 266
  (   13.44    -0.45    -3.20     0.60)  ;  1, 267
  (   13.35    -0.20    -3.20     0.60)  ;  1, 268
  (   13.27     0.06    -3.20     0.60)  ;  1, 269
  (   13.10     0.23    -3.20     0.60)  ;  1, 270
  (   13.10     0.40    -3.20     0.60)  ;  1, 271
  (   13.01     0.82    -3.20     0.60)  ;  1, 272
  (   12.84     0.99    -3.20     0.60)  ;  1, 273
  (   12.76     1.16    -3.20     0.60)  ;  1, 274
  (   12.67     1.33    -3.20     0.60)  ;  1, 275
  (   12.67     1.50    -3.20     0.60)  ;  1, 276
  (   12.59     1.67    -3.20     0.60)  ;  1, 277
  (   12.50     1.84    -3.20     0.60)  ;  1, 278
  (   12.42     1.93    -3.20     0.60)  ;  1, 279
  (   12.42     2.27    -3.20     0.60)  ;  1, 280
  (   12.33     2.44    -3.20     0.60)  ;  1, 281
  (   12.25     2.52    -3.20     0.60)  ;  1, 282
  (   12.25     2.69    -3.20     0.60)  ;  1, 283
  (   12.16     2.86    -3.20     0.60)  ;  1, 284
  (   12.16     3.03    -3.20     0.60)  ;  1, 285
  (   12.08     3.12    -3.20     0.60)  ;  1, 286
  (   12.08     3.46    -3.20     0.60)  ;  1, 287
  (   11.99     3.63    -3.20     0.60)  ;  1, 288
  (   11.99     3.80    -3.20     0.60)  ;  1, 289
  (   11.91     4.05    -3.20     0.60)  ;  1, 290
  (   11.82     4.22    -3.20     0.60)  ;  1, 291
  (   11.74     4.31    -3.20     0.60)  ;  1, 292
  (   11.65     4.48    -3.20     0.60)  ;  1, 293
  (   11.65     4.65    -3.20     0.60)  ;  1, 294
  (   11.57     4.73    -3.20     0.60)  ;  1, 295
  (   11.57     4.90    -3.20     0.60)  ;  1, 296
  (   11.48     5.07    -3.20     0.60)  ;  1, 297
  (   11.40     5.24    -3.20     0.60)  ;  1, 298
  (   11.40     5.67    -3.20     0.60)  ;  1, 299
  (   11.23     5.84    -3.20     0.60)  ;  1, 300
  (   11.23     6.01    -3.20     0.60)  ;  1, 301
  (   11.14     6.09    -3.20     0.60)  ;  1, 302
  (   11.06     6.18    -3.20     0.60)  ;  1, 303
  (   10.97     6.26    -3.20     0.60)  ;  1, 304
  (   10.97     6.43    -3.20     0.60)  ;  1, 305
  (   10.80     6.52    -3.20     0.60)  ;  1, 306
  (   10.80     6.86    -3.20     0.60)  ;  1, 307
  (   10.72     7.03    -3.20     0.60)  ;  1, 308
  (   10.72     7.37    -3.20     0.60)  ;  1, 309
  (   10.55     7.54    -3.20     0.60)  ;  1, 310
  (   10.55     7.79    -3.20     0.60)  ;  1, 311
  (   10.46     8.05    -3.20     0.60)  ;  1, 312
  (   10.46     9.83    -3.20     0.60)  ;  1, 313
  (   10.55     9.92    -3.20     0.60)  ;  1, 314
  (   10.63    10.17    -3.20     0.60)  ;  1, 315
  (   10.63    10.94    -3.20     0.60)  ;  1, 316
  (   10.72    11.11    -3.20     0.60)  ;  1, 317
  (   10.72    12.04    -3.20     0.60)  ;  1, 318
  (   10.55    12.22    -3.20     0.60)  ;  1, 319
  (   10.46    12.39    -3.20     0.60)  ;  1, 320
  (   10.38    12.56    -3.20     0.60)  ;  1, 321
  (   10.21    12.90    -3.20     0.60)  ;  1, 322
  (    9.78    13.24    -3.20     0.60)  ;  1, 323
  (    9.61    13.32    -3.20     0.60)  ;  1, 324
  (    9.61    13.49    -3.20     0.60)  ;  1, 325
  (    9.44    13.66    -3.20     0.60)  ;  1, 326
  (    9.36    13.75    -3.20     0.60)  ;  1, 327
  (    9.36    15.96    -3.20     0.60)  ;  1, 328
  (    9.27    16.13    -3.20     0.60)  ;  1, 329
  (    9.19    16.30    -3.20     0.60)  ;  1, 330
  (    9.02    16.47    -3.20     0.60)  ;  1, 331
  (    8.85    16.55    -3.20     0.60)  ;  1, 332
  (    8.59    16.81    -3.20     0.60)  ;  1, 333
  (    8.42    16.98    -3.20     0.60)  ;  1, 334
  (    8.25    16.98    -3.20     0.60)  ;  1, 335
  (    8.08    17.15    -3.20     0.60)  ;  1, 336
  (    7.83    17.32    -3.20     0.60)  ;  1, 337
  (    7.57    17.57    -3.20     0.60)  ;  1, 338
  (    7.40    17.66    -3.20     0.60)  ;  1, 339
  (    7.23    17.74    -3.20     0.60)  ;  1, 340
  (    6.89    17.83    -3.20     0.60)  ;  1, 341
  (    6.55    18.00    -3.20     0.60)  ;  1, 342
  (    5.02    18.00    -3.20     0.60)  ;  1, 343
  (    4.85    17.91    -3.20     0.60)  ;  1, 344
  (    4.60    17.91    -3.20     0.60)  ;  1, 345
  (    4.34    17.83    -3.20     0.60)  ;  1, 346
  (    3.91    17.83    -3.20     0.60)  ;  1, 347
  (    3.49    17.57    -3.20     0.60)  ;  1, 348
  (    2.98    17.57    -3.20     0.60)  ;  1, 349
  (    2.81    17.49    -3.20     0.60)  ;  1, 350
  (    2.64    17.40    -3.20     0.60)  ;  1, 351
  (    2.47    17.32    -3.20     0.60)  ;  1, 352
  (    2.38    17.23    -3.20     0.60)  ;  1, 353
  (    2.21    17.23    -3.20     0.60)  ;  1, 354
  (    2.13    17.06    -3.20     0.60)  ;  1, 355
  (    2.04    16.98    -3.20     0.60)  ;  1, 356
  (    1.87    16.89    -3.20     0.60)  ;  1, 357
  (    1.62    16.81    -3.20     0.60)  ;  1, 358
  (    1.36    16.72    -3.20     0.60)  ;  1, 359
  (    1.28    16.64    -3.20     0.60)  ;  1, 360
  (    1.11    16.64    -3.20     0.60)  ;  1, 361
  (    0.94    16.47    -3.20     0.60)  ;  1, 362
  (    0.77    16.30    -3.20     0.60)  ;  1, 363
  (    0.68    16.21    -3.20     0.60)  ;  1, 364
  (    0.51    16.04    -3.20     0.60)  ;  1, 365
  (    0.17    15.70    -3.20     0.60)  ;  1, 366
  (    0.09    15.53    -3.20     0.60)  ;  1, 367
  (    0.09    15.45    -3.20     0.60)  ;  1, 368
)  ;  End of contour

( (Color RGB (64, 128, 128))
  (Axon)
  (   -7.97   -18.70    -9.00     2.55)  ; Root
  (   -7.97   -20.48    -9.00     2.13)  ; 1, R
  (   -7.89   -20.74    -9.00     1.87)  ; 2
  (   -7.89   -21.76    -9.00     1.70)  ; 3
  (   -7.97   -21.93    -9.00     1.70)  ; 4
  (   -7.97   -22.10    -9.00     1.70)  ; 5
  (   -7.89   -22.18    -9.00     1.70)  ; 6
  (   -7.89   -22.52    -9.00     1.53)  ; 7
  (   -7.80   -22.78    -9.00     1.45)  ; 8
  (   -7.80   -23.03    -9.00     1.45)  ; 9
  (   -7.89   -23.12    -9.00     1.45)  ; 10
  (   -7.97   -23.29    -9.00     1.45)  ; 11
  (   -7.97   -23.37    -9.00     1.45)  ; 12
  (
    (   -7.80   -23.20    -9.00     1.45)  ; 1, R-1
     Normal
  |
    (   -7.97   -23.97    -9.00     1.45)  ; 1, R-2
    (   -8.06   -24.14    -9.00     1.45)  ; 2
    (   -8.06   -24.74    -9.00     1.45)  ; 3
    (   -7.97   -24.82    -9.00     1.45)  ; 4
    (   -7.97   -25.67    -9.00     1.45)  ; 5
    (   -8.06   -25.84    -9.00     1.45)  ; 6
    (   -8.06   -26.01    -9.00     1.45)  ; 7
    (   -8.14   -26.18    -9.00     1.45)  ; 8
    (   -8.31   -26.35    -9.00     1.45)  ; 9
    (   -8.31   -26.52    -9.00     1.45)  ; 10
    (   -8.40   -26.61    -9.00     1.45)  ; 11
    (   -8.48   -26.69    -9.00     1.45)  ; 12
    (   -8.48   -26.86    -9.00     1.45)  ; 13
    (   -8.65   -27.03    -9.00     1.45)  ; 14
    (   -8.74   -27.20    -9.00     1.45)  ; 15
    (   -8.91   -27.46    -9.00     1.45)  ; 16
    (   -8.99   -27.63    -9.00     1.45)  ; 17
    (   -8.99   -28.05    -9.00     1.36)  ; 18
    (   -9.08   -28.22    -9.00     1.36)  ; 19
    (   -9.16   -28.48    -9.00     1.36)  ; 20
    (   -9.25   -28.56    -9.00     1.36)  ; 21
    (   -9.25   -29.33    -9.00     1.36)  ; 22
    (   -9.33   -29.50    -9.00     1.36)  ; 23
    (   -9.33   -29.75    -9.00     1.36)  ; 24
    (   -9.42   -29.84    -9.00     1.36)  ; 25
    (   -9.50   -30.01    -9.00     1.36)  ; 26
    (   -9.59   -30.18    -9.00     1.36)  ; 27
    (   -9.59   -30.35    -9.00     1.36)  ; 28
    (   -9.67   -30.43    -9.00     1.36)  ; 29
    (   -9.76   -30.60    -9.00     1.36)  ; 30
    (   -9.76   -30.77    -9.00     1.36)  ; 31
    (   -9.84   -30.86    -9.00     1.36)  ; 32
    (   -9.93   -31.03    -9.00     1.36)  ; 33
    (   -9.93   -32.98    -9.00     1.36)  ; 34
    (   -9.84   -33.15    -9.00     1.36)  ; 35
    (   -9.84   -33.49    -9.00     1.36)  ; 36
    (   -9.67   -33.66    -9.00     1.36)  ; 37
    (   -9.67   -34.00    -9.00     1.36)  ; 38
    (   -9.33   -34.94    -9.00     1.28)  ; 39
    (   -9.25   -35.19    -9.00     1.28)  ; 40
    (   -9.25   -35.36    -9.00     1.28)  ; 41
    (   -9.16   -35.53    -9.00     1.28)  ; 42
    (   -9.08   -35.70    -8.90     1.28)  ; 43
    (   -8.91   -35.87    -8.90     1.28)  ; 44
    (   -8.82   -36.04    -8.90     1.28)  ; 45
    (   -8.65   -36.38    -8.90     1.28)  ; 46
    (   -8.48   -36.55    -8.90     1.28)  ; 47
    (   -8.31   -36.72    -8.90     1.28)  ; 48
    (   -8.23   -36.81    -8.60     1.28)  ; 49
    (   -8.23   -36.98    -8.60     1.28)  ; 50
    (   -8.14   -37.06    -8.60     1.28)  ; 51
    (   -7.97   -37.15    -8.60     1.28)  ; 52
    (   -7.97   -37.57    -8.30     1.28)  ; 53
    (   -7.80   -37.74    -8.30     1.28)  ; 54
    (   -7.63   -37.91    -8.10     1.28)  ; 55
    (   -7.55   -38.08    -8.10     1.19)  ; 56
    (   -7.46   -38.26    -8.10     1.19)  ; 57
    (   -7.38   -38.43    -7.90     1.19)  ; 58
    (   -7.29   -38.60    -7.90     1.19)  ; 59
    (   -7.21   -38.77    -7.90     1.19)  ; 60
    (   -7.12   -38.85    -7.80     1.19)  ; 61
    (   -7.04   -39.02    -7.80     1.19)  ; 62
    (   -7.04   -39.28    -7.80     1.19)  ; 63
    (   -6.87   -39.45    -7.80     1.19)  ; 64
    (   -6.87   -39.62    -7.70     1.19)  ; 65
    (   -6.78   -39.79    -7.70     1.19)  ; 66
    (   -6.61   -40.04    -7.70     1.19)  ; 67
    (   -6.53   -40.13    -7.70     1.19)  ; 68
    (   -6.44   -40.30    -7.60     1.19)  ; 69
    (   -6.36   -40.55    -7.60     1.19)  ; 70
    (   -6.27   -40.72    -7.60     1.19)  ; 71
    (   -6.27   -40.89    -7.60     1.19)  ; 72
    (   -6.19   -41.06    -7.50     1.19)  ; 73
    (   -6.10   -41.15    -7.50     1.19)  ; 74
    (   -6.02   -41.32    -7.50     1.19)  ; 75
    (   -6.02   -41.40    -7.50     1.19)  ; 76
    (   -6.02   -42.08    -8.20     1.19)  ; 77
    (   -5.93   -42.25    -8.20     1.19)  ; 78
    (   -5.76   -42.34    -8.20     1.19)  ; 79
    (   -5.59   -42.51    -8.20     1.19)  ; 80
    (   -5.50   -42.68    -8.20     1.19)  ; 81
    (   -5.42   -42.76    -8.20     1.19)  ; 82
    (   -5.25   -42.85    -8.20     1.19)  ; 83
    (   -5.08   -42.85    -8.20     1.19)  ; 84
    (   -4.99   -42.93    -8.20     1.19)  ; 85
    (   -4.82   -43.02    -8.20     1.19)  ; 86
