;	V3 text file written for MicroBrightField products.
  (    5.10   -17.77   -11.80     0.09)  ;  1, 187
  (    5.19   -17.69   -11.80     0.09)  ;  1, 188
  (    5.27   -17.60   -11.80     0.09)  ;  1, 189
  (    5.36   -17.52   -11.80     0.09)  ;  1, 190
  (    5.36   -17.35   -11.80     0.09)  ;  1, 191
  (    5.53   -17.26   -11.80     0.09)  ;  1, 192
  (    5.53   -17.09   -11.80     0.09)  ;  1, 193
  (    5.70   -17.09   -11.80     0.09)  ;  1, 194
  (    5.78   -16.92   -11.80     0.09)  ;  1, 195
  (    5.87   -16.67   -11.80     0.09)  ;  1, 196
  (    6.04   -16.58   -11.80     0.09)  ;  1, 197
  (    6.12   -16.50   -11.80     0.09)  ;  1, 198
  (    6.12   -15.82   -11.80     0.09)  ;  1, 199
  (    6.21   -15.73   -11.80     0.09)  ;  1, 200
  (    6.29   -15.56   -11.80     0.09)  ;  1, 201
  (    6.38   -15.48   -11.80     0.09)  ;  1, 202
  (    6.38   -15.31   -11.80     0.09)  ;  1, 203
  (    6.46   -15.22   -11.80     0.09)  ;  1, 204
  (    6.55   -15.05   -11.80     0.09)  ;  1, 205
  (    6.63   -14.97   -11.80     0.09)  ;  1, 206
  (    6.89   -14.71   -11.80     0.09)  ;  1, 207
  (    6.97   -14.63   -11.80     0.09)  ;  1, 208
  (    7.06   -14.46   -11.80     0.09)  ;  1, 209
  (    7.14   -14.37   -11.80     0.09)  ;  1, 210
  (    7.23   -14.20   -11.80     0.09)  ;  1, 211
  (    7.31   -14.11   -11.80     0.09)  ;  1, 212
  (    7.40   -14.03   -11.80     0.09)  ;  1, 213
  (    7.48   -13.86   -11.80     0.09)  ;  1, 214
  (    7.57   -13.77   -11.80     0.09)  ;  1, 215
  (    7.74   -13.60   -11.80     0.09)  ;  1, 216
  (    7.82   -13.52   -11.80     0.09)  ;  1, 217
  (    7.99   -13.26   -11.80     0.09)  ;  1, 218
  (    8.25   -13.09   -11.80     0.09)  ;  1, 219
  (    8.42   -13.01   -11.80     0.09)  ;  1, 220
  (    8.50   -12.92   -11.80     0.09)  ;  1, 221
  (    8.59   -12.84   -11.80     0.09)  ;  1, 222
  (    8.67   -12.75   -11.80     0.09)  ;  1, 223
  (    8.76   -12.67   -11.80     0.09)  ;  1, 224
  (    8.84   -12.58   -11.80     0.09)  ;  1, 225
  (    8.84   -12.41   -11.80     0.09)  ;  1, 226
  (    8.93   -12.33   -11.80     0.09)  ;  1, 227
  (    9.01   -12.24   -11.70     0.09)  ;  1, 228
  (    9.10   -12.16   -11.70     0.09)  ;  1, 229
  (    9.10   -11.99   -11.20     0.09)  ;  1, 230
  (    9.18   -11.82   -11.20     0.09)  ;  1, 231
  (    9.35   -11.73   -10.30     0.09)  ;  1, 232
  (    9.44   -11.65    -8.80     0.09)  ;  1, 233
  (    9.52   -11.56    -8.80     0.09)  ;  1, 234
  (    9.61   -11.48    -8.80     0.09)  ;  1, 235
  (    9.69   -11.39    -8.80     0.09)  ;  1, 236
  (    9.69   -11.31    -7.60     0.09)  ;  1, 237
  (   10.12   -11.05    -3.40     0.09)  ;  1, 238
  (   10.20   -10.88    -2.30     0.09)  ;  1, 239
  (   10.29   -10.80    -2.30     0.09)  ;  1, 240
  (   10.37   -10.71    -2.30     0.09)  ;  1, 241
  (   10.46   -10.54    -2.30     0.09)  ;  1, 242
  (   10.46   -10.37    -2.30     0.09)  ;  1, 243
  (   10.54   -10.20    -2.30     0.09)  ;  1, 244
  (   10.63    -9.95    -1.60     0.09)  ;  1, 245
  (   10.71    -9.78    -1.60     0.09)  ;  1, 246
  (   10.71    -9.01    -1.60     0.09)  ;  1, 247
  (   10.80    -8.84    -1.60     0.09)  ;  1, 248
  (   10.80    -7.65    -0.50     0.09)  ;  1, 249
  (   10.88    -7.48    -0.50     0.09)  ;  1, 250
  (   10.97    -7.40    -0.50     0.09)  ;  1, 251
  (   10.97    -6.63    -0.50     0.09)  ;  1, 252
  (   10.88    -6.55    -0.10     0.09)  ;  1, 253
  (   10.80    -6.38    -0.10     0.09)  ;  1, 254
  (   10.80    -5.87    -0.10     0.09)  ;  1, 255
  (   10.71    -5.78    -0.10     0.09)  ;  1, 256
  (   10.63    -5.61    -0.10     0.09)  ;  1, 257
  (   10.54    -5.36    -0.10     0.09)  ;  1, 258
  (   10.54    -4.93     0.60     0.09)  ;  1, 259
  (   10.46    -4.68     0.60     0.09)  ;  1, 260
  (   10.46    -4.51     0.60     0.09)  ;  1, 261
  (   10.37    -4.34     0.60     0.09)  ;  1, 262
  (   10.29    -4.17     0.60     0.09)  ;  1, 263
  (   10.20    -4.00     0.60     0.09)  ;  1, 264
  (   10.12    -3.83     0.80     0.09)  ;  1, 265
  (   10.12    -2.89     0.80     0.09)  ;  1, 266
  (   10.03    -2.81     0.80     0.09)  ;  1, 267
  (   10.03    -1.96     1.00     0.09)  ;  1, 268
  (    9.95    -1.87     1.00     0.09)  ;  1, 269
  (    9.95    -1.19     1.20     0.09)  ;  1, 270
  (    9.86    -1.02     1.20     0.09)  ;  1, 271
  (    9.86    -0.26     1.40     0.09)  ;  1, 272
  (    9.78    -0.09     1.40     0.09)  ;  1, 273
  (    9.78     0.26     1.40     0.09)  ;  1, 274
  (    9.69     0.34     1.40     0.09)  ;  1, 275
  (    9.61     0.51     1.40     0.09)  ;  1, 276
  (    9.52     0.60     1.40     0.09)  ;  1, 277
  (    9.44     0.77     1.40     0.09)  ;  1, 278
  (    9.35     0.94     1.40     0.09)  ;  1, 279
  (    9.35     1.19     1.40     0.09)  ;  1, 280
  (    9.27     1.28     1.40     0.09)  ;  1, 281
  (    9.27     1.96     1.40     0.09)  ;  1, 282
  (    9.18     2.13     1.40     0.09)  ;  1, 283
  (    9.18     2.38     1.40     0.09)  ;  1, 284
  (    9.10     2.55     1.40     0.09)  ;  1, 285
  (    9.10     3.32     1.40     0.09)  ;  1, 286
  (    8.93     3.91     1.40     0.09)  ;  1, 287
  (    8.84     4.25     1.40     0.09)  ;  1, 288
  (    8.84     4.59     1.40     0.09)  ;  1, 289
  (    8.76     5.02     1.40     0.09)  ;  1, 290
  (    8.67     5.61     1.50     0.09)  ;  1, 291
  (    8.59     5.87     1.50     0.09)  ;  1, 292
  (    8.50     6.12     1.50     0.09)  ;  1, 293
  (    8.50     6.29     1.50     0.09)  ;  1, 294
  (    8.42     6.55     1.50     0.09)  ;  1, 295
  (    8.42     6.80     1.50     0.09)  ;  1, 296
  (    8.25     6.80     1.50     0.09)  ;  1, 297
  (    8.25     6.97     1.90     0.09)  ;  1, 298
  (    8.16     7.14     1.90     0.09)  ;  1, 299
  (    8.16     7.31     1.90     0.09)  ;  1, 300
  (    8.08     7.40     1.90     0.09)  ;  1, 301
  (    7.99     7.65     1.90     0.09)  ;  1, 302
  (    7.91     7.91     1.90     0.09)  ;  1, 303
  (    7.82     8.08     1.90     0.09)  ;  1, 304
  (    7.65     8.50     2.20     0.09)  ;  1, 305
  (    7.48     8.67     2.20     0.09)  ;  1, 306
  (    7.31     9.10     2.20     0.09)  ;  1, 307
  (    7.23     9.27     2.20     0.09)  ;  1, 308
  (    7.14     9.52     2.20     0.09)  ;  1, 309
  (    6.97     9.61     2.20     0.09)  ;  1, 310
  (    6.89     9.78     2.20     0.09)  ;  1, 311
  (    6.80     9.86     2.40     0.09)  ;  1, 312
  (    6.72     9.95     2.40     0.09)  ;  1, 313
  (    6.72    10.12     2.40     0.09)  ;  1, 314
  (    6.63    10.20     2.40     0.09)  ;  1, 315
  (    6.55    10.37     2.40     0.09)  ;  1, 316
  (    6.38    10.54     2.40     0.09)  ;  1, 317
  (    6.38    10.71     2.40     0.09)  ;  1, 318
  (    6.21    10.88     2.40     0.09)  ;  1, 319
  (    6.12    11.22     2.60     0.09)  ;  1, 320
  (    6.04    11.39     2.60     0.09)  ;  1, 321
  (    5.95    11.56     2.60     0.09)  ;  1, 322
  (    5.95    11.73     2.60     0.09)  ;  1, 323
  (    5.78    11.90     2.60     0.09)  ;  1, 324
  (    5.70    12.07     2.60     0.09)  ;  1, 325
  (    5.70    12.24     2.60     0.09)  ;  1, 326
  (    5.61    12.41     2.60     0.09)  ;  1, 327
  (    5.53    12.50     2.60     0.09)  ;  1, 328
  (    5.36    12.58     2.60     0.09)  ;  1, 329
  (    5.27    12.75     2.60     0.09)  ;  1, 330
  (    5.19    13.01     2.60     0.09)  ;  1, 331
  (    5.10    13.09     2.60     0.09)  ;  1, 332
  (    5.10    13.43     2.60     0.09)  ;  1, 333
  (    5.02    13.60     2.60     0.09)  ;  1, 334
  (    5.02    14.03     2.60     0.09)  ;  1, 335
  (    4.93    14.20     2.60     0.09)  ;  1, 336
  (    4.76    14.46     2.60     0.09)  ;  1, 337
  (    4.76    14.63     2.60     0.09)  ;  1, 338
  (    4.59    14.63     2.60     0.09)  ;  1, 339
  (    4.59    14.88     2.60     0.09)  ;  1, 340
  (    4.51    14.97     2.60     0.09)  ;  1, 341
  (    4.51    15.22     2.60     0.09)  ;  1, 342
  (    4.34    15.31     2.60     0.09)  ;  1, 343
  (    4.34    15.56     2.60     0.09)  ;  1, 344
  (    4.25    15.73     2.60     0.09)  ;  1, 345
  (    4.17    15.90     2.60     0.09)  ;  1, 346
  (    4.17    16.24     2.60     0.09)  ;  1, 347
  (    4.08    16.33     2.60     0.09)  ;  1, 348
  (    4.00    16.41     2.60     0.09)  ;  1, 349
  (    3.91    16.58     2.60     0.09)  ;  1, 350
  (    3.91    17.01     2.60     0.09)  ;  1, 351
  (    3.66    17.09     2.60     0.09)  ;  1, 352
  (    3.66    17.43     2.60     0.09)  ;  1, 353
  (    3.57    17.69     2.60     0.09)  ;  1, 354
  (    3.57    18.03     2.60     0.09)  ;  1, 355
  (    3.40    18.28     2.60     0.09)  ;  1, 356
  (    3.40    18.45     2.60     0.09)  ;  1, 357
  (    3.32    18.62     2.60     0.09)  ;  1, 358
  (    3.32    19.05     2.60     0.09)  ;  1, 359
  (    3.23    19.22     2.60     0.09)  ;  1, 360
  (    3.23    19.47     2.60     0.09)  ;  1, 361
  (    3.15    19.73     2.60     0.09)  ;  1, 362
  (    3.06    19.90     2.60     0.09)  ;  1, 363
  (    3.06    20.07     2.60     0.09)  ;  1, 364
  (    2.98    20.24     2.60     0.09)  ;  1, 365
  (    2.98    20.49     2.60     0.09)  ;  1, 366
  (    2.89    20.58     2.60     0.09)  ;  1, 367
  (    2.89    21.68     2.60     0.09)  ;  1, 368
  (    2.81    21.85     2.60     0.09)  ;  1, 369
  (    2.72    22.02     2.60     0.09)  ;  1, 370
  (    2.72    22.19     2.60     0.09)  ;  1, 371
  (    2.64    22.36     2.60     0.09)  ;  1, 372
  (    2.47    22.53     2.60     0.09)  ;  1, 373
  (    2.38    22.70     2.60     0.09)  ;  1, 374
  (    2.38    22.87     2.60     0.09)  ;  1, 375
  (    2.30    22.96     2.60     0.09)  ;  1, 376
  (    2.13    23.21     2.60     0.09)  ;  1, 377
  (    2.04    23.30     2.60     0.09)  ;  1, 378
  (    1.96    23.38     2.60     0.09)  ;  1, 379
  (    1.96    23.55     2.60     0.09)  ;  1, 380
  (    1.87    23.64     2.60     0.09)  ;  1, 381
  (    1.79    23.81     2.60     0.09)  ;  1, 382
  (    1.70    23.89     2.60     0.09)  ;  1, 383
  (    1.53    23.98     2.60     0.09)  ;  1, 384
  (    1.53    24.15     2.60     0.09)  ;  1, 385
  (    1.28    24.15     2.60     0.09)  ;  1, 386
  (    1.11    24.23     2.60     0.09)  ;  1, 387
  (    0.94    24.32     2.60     0.09)  ;  1, 388
  (    0.34    24.32     2.60     0.09)  ;  1, 389
  (    0.09    24.49     2.60     0.09)  ;  1, 390
  (   -0.09    24.40     2.60     0.09)  ;  1, 391
  (   -0.60    24.40     2.60     0.09)  ;  1, 392
  (   -0.68    24.49     2.60     0.09)  ;  1, 393
  (   -1.19    24.49     2.60     0.09)  ;  1, 394
  (   -1.28    24.57     2.60     0.09)  ;  1, 395
  (   -1.79    24.57     2.60     0.09)  ;  1, 396
  (   -1.96    24.40     2.60     0.09)  ;  1, 397
  (   -2.13    24.40     2.60     0.09)  ;  1, 398
  (   -2.21    24.32     2.60     0.09)  ;  1, 399
  (   -2.38    24.23     2.60     0.09)  ;  1, 400
  (   -2.55    24.15     2.60     0.09)  ;  1, 401
  (   -2.72    24.06     2.60     0.09)  ;  1, 402
  (   -2.89    23.89     2.60     0.09)  ;  1, 403
  (   -2.98    23.81     2.60     0.09)  ;  1, 404
  (   -3.15    23.81     2.60     0.09)  ;  1, 405
  (   -3.23    23.72     2.60     0.09)  ;  1, 406
  (   -3.32    23.64     2.60     0.09)  ;  1, 407
  (   -3.49    23.55     2.60     0.09)  ;  1, 408
  (   -3.57    23.38     2.60     0.09)  ;  1, 409
  (   -3.66    23.30     2.60     0.09)  ;  1, 410
  (   -3.74    23.04     2.60     0.09)  ;  1, 411
  (   -3.83    22.87     2.60     0.09)  ;  1, 412
  (   -4.08    22.87     2.60     0.09)  ;  1, 413
  (   -4.25    22.70     2.60     0.09)  ;  1, 414
  (   -4.34    22.53     2.60     0.09)  ;  1, 415
  (   -4.42    22.45     2.60     0.09)  ;  1, 416
  (   -4.59    22.36     2.60     0.09)  ;  1, 417
  (   -4.68    22.19     2.60     0.09)  ;  1, 418
  (   -4.76    22.11     2.60     0.09)  ;  1, 419
  (   -4.76    21.94     2.60     0.09)  ;  1, 420
  (   -5.19    21.68     2.60     0.09)  ;  1, 421
  (   -5.10    21.51     2.60     0.09)  ;  1, 422
  (   -5.10    21.00     2.60     0.09)  ;  1, 423
  (   -5.19    20.92     2.60     0.09)  ;  1, 424
  (   -5.19    20.75     2.60     0.09)  ;  1, 425
  (   -5.27    20.58     2.60     0.09)  ;  1, 426
  (   -5.36    20.41     2.60     0.09)  ;  1, 427
  (   -5.53    20.15     2.60     0.09)  ;  1, 428
  (   -5.61    19.90     2.60     0.09)  ;  1, 429
  (   -5.61    19.64     2.60     0.09)  ;  1, 430
  (   -5.70    19.47     2.60     0.09)  ;  1, 431
  (   -5.78    19.39     2.60     0.09)  ;  1, 432
  (   -5.87    19.22     2.60     0.09)  ;  1, 433
  (   -5.87    19.13     2.60     0.09)  ;  1, 434
)  ;  End of contour

( (Color Blue)
  (Axon)
  (    1.14   -20.90   -27.80     1.96)  ; Root
  (    1.14   -21.07   -27.80     1.96)  ; 1, R
  (    1.06   -21.24   -27.80     1.96)  ; 2
  (    1.06   -21.50   -27.80     1.96)  ; 3
  (    0.97   -21.67   -27.80     1.96)  ; 4
  (    0.97   -22.01   -27.80     1.96)  ; 5
  (    0.89   -22.18   -27.80     1.96)  ; 6
  (    0.89   -23.54   -27.80     1.96)  ; 7
  (    0.80   -23.63   -27.80     1.96)  ; 8
  (    0.72   -23.71   -27.80     1.96)  ; 9
  (    0.72   -23.88   -27.80     1.87)  ; 10
  (    0.55   -23.97   -27.80     1.87)  ; 11
  (    0.55   -24.39   -27.80     1.87)  ; 12
  (    0.46   -24.56   -27.80     1.87)  ; 13
  (    0.46   -25.24   -27.80     1.87)  ; 14
  (    0.38   -25.33   -27.80     1.87)  ; 15
  (    0.38   -25.75   -27.80     1.87)  ; 16
  (    0.29   -25.84   -27.80     1.87)  ; 17
  (    0.29   -26.09   -27.80     1.87)  ; 18
  (    0.21   -26.18   -27.80     1.87)  ; 19
  (    0.21   -27.37   -27.80     1.87)  ; 20
  (    0.12   -27.54   -27.80     1.87)  ; 21
  (
    (    0.46   -27.54   -27.80     1.87)  ; 1, R-1
     Normal
  |
    (    0.21   -28.30   -27.80     1.79)  ; 1, R-2
    (   -0.13   -28.39   -27.80     1.79)  ; 2
    (   -0.30   -28.39   -27.80     1.79)  ; 3
    (   -0.39   -28.47   -27.80     1.79)  ; 4
    (   -0.39   -30.09   -27.80     1.79)  ; 5
    (   -0.30   -30.17   -27.80     1.79)  ; 6
    (   -0.30   -32.98   -27.80     1.79)  ; 7
    (   -0.22   -33.06   -27.80     1.79)  ; 8
    (   -0.22   -33.83   -27.80     1.79)  ; 9
    (   -0.13   -33.91   -27.80     1.79)  ; 10
    (   -0.13   -36.64   -27.80     1.79)  ; 11
    (   -0.22   -36.72   -27.80     1.79)  ; 12
    (   -0.22   -37.15   -27.80     1.79)  ; 13
    (   -0.30   -37.23   -27.80     1.79)  ; 14
    (   -0.30   -37.40   -27.80     1.79)  ; 15
    (   -0.39   -37.49   -27.80     1.79)  ; 16
    (   -0.39   -37.83   -27.80     1.79)  ; 17
